work_year,job_title,job_category,salary_currency,salary,salary_in_usd,experience_level,employment_type,work_setting,company_location,company_size
2023,Data Scientist,Data Science and Research,USD,226000,226000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,70000,70000,Mid-level,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,198800,198800,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,122600,122600,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,230000,230000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,196000,196000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,181500,181500,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,127000,127000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,USD,210000,210000,Mid-level,Full-time,In-person,United States,S
2023,AI Programmer,Machine Learning and AI,USD,120000,120000,Senior,Full-time,Remote,France,M
2023,ML Engineer,Machine Learning and AI,USD,385000,385000,Senior,Full-time,Remote,United States,M
2023,ML Engineer,Machine Learning and AI,USD,245000,245000,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,USD,225000,225000,Mid-level,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,175000,175000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,CAD,148500,110019,Senior,Full-time,Remote,Canada,M
2023,Data Engineer,Data Engineering,CAD,117000,86682,Senior,Full-time,Remote,Canada,M
2023,Data Analyst,Data Analysis,USD,131650,131650,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,105320,105320,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,151800,151800,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,147500,147500,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,112500,112500,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,240000,240000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,163200,163200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,134200,134200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,103200,103200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,65000,65000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,55000,55000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,234000,234000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,176000,176000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,165400,165400,Senior,Full-time,In-person,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,USD,127300,127300,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,180400,180400,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,138800,138800,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,EUR,100000,107968,Senior,Full-time,Hybrid,Czech Republic,L
2023,AI Engineer,Machine Learning and AI,EUR,30390,32811,Mid-level,Full-time,Remote,Spain,L
2023,Data Science Lead,Data Science and Research,USD,185900,185900,Mid-level,Full-time,In-person,United States,M
2023,Data Science Lead,Data Science and Research,USD,129300,129300,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,115500,115500,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,73500,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,145000,145000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,135000,135000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,126900,126900,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,77900,77900,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85000,85000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,GBP,90000,110736,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,75000,92280,Mid-level,Full-time,Remote,United Kingdom,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,330000,330000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204000,204000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,169000,169000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600,110600,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,115500,115500,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,73500,73500,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,168000,168000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,225500,225500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139400,139400,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,150000,150000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,140000,140000,Entry-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,226000,226000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,162000,162000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,195000,195000,Senior,Full-time,In-person,United States,M
2023,Data Modeler,Data Architecture and Modeling,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Data Operations Analyst,Data Quality and Operations,USD,154000,154000,Senior,Full-time,In-person,United States,M
2023,Data Operations Analyst,Data Quality and Operations,USD,82000,82000,Senior,Full-time,In-person,United States,M
2023,Data Science Manager,Data Science and Research,USD,160000,160000,Senior,Full-time,Remote,United States,M
2023,Data Science Manager,Data Science and Research,USD,145000,145000,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,USD,239400,239400,Senior,Full-time,In-person,United States,M
2023,AI Engineer,Machine Learning and AI,USD,136800,136800,Senior,Full-time,In-person,United States,M
2023,Head of Data,Leadership and Management,USD,329500,329500,Executive,Full-time,Remote,United States,M
2023,Head of Data,Leadership and Management,USD,269600,269600,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,120000,120000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,100000,100000,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,230000,230000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,180000,180000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,164000,164000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,169000,169000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,91000,91000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,323300,323300,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184700,184700,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,145000,145000,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,120000,120000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,210000,210000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,171250,171250,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,113750,113750,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,104000,104000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,195000,195000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142000,142000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,185900,185900,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,129300,129300,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,194100,194100,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,152300,152300,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,190000,190000,Senior,Full-time,In-person,United States,M
2023,Data Architect,Data Architecture and Modeling,USD,120000,120000,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,240000,240000,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,157250,157250,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,212000,212000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,170000,170000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,194400,194400,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,132192,132192,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,174000,174000,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,134000,134000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,EUR,36000,38868,Mid-level,Full-time,Remote,Spain,L
2023,Data Engineer,Data Engineering,USD,152000,152000,Mid-level,Full-time,Remote,United States,M
2023,Data Developer,Leadership and Management,USD,144700,144700,Senior,Full-time,In-person,United States,M
2023,Data Developer,Leadership and Management,USD,85500,85500,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,115500,115500,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,73500,73500,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,EUR,49200,53120,Mid-level,Full-time,In-person,Estonia,M
2023,Data Analyst,Data Analysis,EUR,36000,38868,Mid-level,Full-time,In-person,Estonia,M
2023,Data Scientist,Data Science and Research,USD,200000,200000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,67500,67500,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,46500,46500,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,265800,265800,Executive,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,177200,177200,Executive,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,222000,222000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,115920,115920,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,250000,250000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,190000,190000,Senior,Full-time,Remote,United States,M
2023,AI Engineer,Machine Learning and AI,EUR,60000,64781,Senior,Full-time,Remote,Spain,M
2023,Data Engineer,Data Engineering,USD,284310,284310,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,153090,153090,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,324000,324000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,159000,159000,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,309000,309000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,142000,142000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,247300,247300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139700,139700,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,95000,95000,Mid-level,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,80000,80000,Mid-level,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130500,130500,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,111000,111000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,213210,213210,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,102434,102434,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140000,140000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,226600,226600,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,140100,140100,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,225000,225000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,156400,156400,Senior,Full-time,Remote,United States,M
2023,Research Engineer,Data Science and Research,USD,250000,250000,Senior,Full-time,In-person,United States,M
2023,Research Engineer,Data Science and Research,USD,176000,176000,Senior,Full-time,In-person,United States,M
2022,Machine Learning Scientist,Machine Learning and AI,USD,80000,80000,Entry-level,Full-time,Hybrid,United States,S
2023,Analytics Engineer,Leadership and Management,USD,233400,233400,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,145300,145300,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,248000,248000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,149000,149000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,156450,156450,Entry-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,119200,119200,Entry-level,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,115500,115500,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,73500,73500,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,185000,185000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,120250,120250,Senior,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,216000,216000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,184000,184000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,300000,300000,Mid-level,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,230000,230000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,196000,196000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,192000,192000,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,164000,164000,Senior,Full-time,Remote,United States,M
2023,Data Science Lead,Data Science and Research,USD,225000,225000,Mid-level,Full-time,In-person,United States,M
2023,Data Science Lead,Data Science and Research,USD,152700,152700,Mid-level,Full-time,In-person,United States,M
2023,Applied Scientist,Data Science and Research,USD,192000,192000,Senior,Full-time,Remote,United States,M
2023,Applied Scientist,Data Science and Research,USD,164000,164000,Senior,Full-time,Remote,United States,M
2023,Data Manager,Leadership and Management,USD,115500,115500,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,73500,73500,Mid-level,Full-time,In-person,United States,M
2023,AI Scientist,Machine Learning and AI,EUR,60000,64781,Senior,Full-time,Hybrid,Germany,L
2023,Data Engineer,Data Engineering,USD,160000,160000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,140000,140000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139152,139152,Mid-level,Full-time,In-person,United States,L
2023,Data Engineer,Data Engineering,USD,82452,82452,Mid-level,Full-time,In-person,United States,L
2023,Decision Scientist,Data Science and Research,USD,204500,204500,Senior,Full-time,In-person,United States,M
2023,Decision Scientist,Data Science and Research,USD,142200,142200,Senior,Full-time,In-person,United States,M
2023,Data Strategist,Data Architecture and Modeling,USD,85000,85000,Mid-level,Full-time,In-person,United States,M
2023,Data Strategist,Data Architecture and Modeling,USD,65000,65000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,139000,139000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,85700,85700,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,248100,248100,Senior,Full-time,In-person,United States,M
2023,Research Scientist,Data Science and Research,USD,145900,145900,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,145000,145000,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,230000,230000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184000,184000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,269500,269500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,166600,166600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,295500,295500,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,165200,165200,Executive,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,226600,226600,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,140100,140100,Senior,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,235000,235000,Mid-level,Full-time,In-person,United States,M
2023,ML Engineer,Machine Learning and AI,USD,135000,135000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110000,110000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,75000,75000,Mid-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,180000,180000,Senior,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,144000,144000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,GBP,40000,49216,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Engineer,Data Engineering,GBP,35000,43064,Mid-level,Full-time,Remote,United Kingdom,M
2023,Data Analyst,Data Analysis,USD,65000,65000,Mid-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,55000,55000,Mid-level,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,160667,160667,Senior,Full-time,In-person,United States,M
2023,Data Manager,Leadership and Management,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,MLOps Engineer,Machine Learning and AI,BRL,140400,27568,Mid-level,Full-time,Remote,Brazil,L
2023,Data Analyst,Data Analysis,USD,169000,169000,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,110600,110600,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,225500,225500,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,139400,139400,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,304200,304200,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,173800,173800,Senior,Full-time,In-person,United States,M
2023,Data Science Lead,Data Science and Research,USD,191765,191765,Mid-level,Full-time,In-person,United States,M
2023,Data Science Lead,Data Science and Research,USD,134326,134326,Mid-level,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,173000,173000,Senior,Full-time,In-person,United States,M
2023,Analytics Engineer,Leadership and Management,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,258384,258384,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,153100,153100,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,135000,135000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,70000,70000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,168000,168000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,146200,146200,Senior,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,116960,116960,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,226700,226700,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,133300,133300,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,370000,370000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,245000,245000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,208450,208450,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,151600,151600,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,111600,111600,Senior,Full-time,In-person,United States,M
2023,Data Specialist,Data Management and Strategy,USD,72000,72000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,90000,90000,Entry-level,Full-time,Hybrid,Canada,L
2023,Analytics Engineer,Leadership and Management,USD,90000,90000,Mid-level,Full-time,Remote,United States,M
2023,Analytics Engineer,Leadership and Management,USD,84000,84000,Mid-level,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,110000,110000,Mid-level,Full-time,Remote,France,M
2023,Data Engineer,Data Engineering,USD,90000,90000,Mid-level,Full-time,Remote,France,M
2023,Data Engineer,Data Engineering,USD,110000,110000,Mid-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,70000,70000,Mid-level,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,EUR,45000,48585,Senior,Full-time,In-person,Spain,M
2023,Data Scientist,Data Science and Research,EUR,36000,38868,Senior,Full-time,In-person,Spain,M
2023,Data Engineer,Data Engineering,USD,90000,90000,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,75000,75000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,253000,253000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,162000,162000,Senior,Full-time,Remote,United States,M
2023,Data Integration Specialist,Data Management and Strategy,USD,115000,115000,Entry-level,Full-time,In-person,Canada,M
2023,Data Integration Specialist,Data Management and Strategy,USD,85000,85000,Entry-level,Full-time,In-person,Canada,M
2023,Data Scientist,Data Science and Research,USD,164000,164000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,359170,359170,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,295490,295490,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,145900,145900,Senior,Full-time,In-person,United States,M
2023,Data Science Consultant,Data Science and Research,USD,128100,128100,Senior,Full-time,In-person,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,127000,127000,Senior,Full-time,Remote,United States,M
2023,Business Intelligence Analyst,BI and Visualization,USD,95000,95000,Senior,Full-time,Remote,United States,M
2023,Data Analyst,Data Analysis,USD,94600,94600,Entry-level,Full-time,In-person,United States,M
2023,Data Analyst,Data Analysis,USD,86000,86000,Entry-level,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,72000,72000,Senior,Full-time,Remote,Brazil,M
2023,Data Engineer,Data Engineering,USD,60000,60000,Senior,Full-time,Remote,Brazil,M
2023,Data Scientist,Data Science and Research,USD,136000,136000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,104000,104000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,323300,323300,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,184700,184700,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,150000,150000,Senior,Full-time,Remote,United States,M
2023,Data Engineer,Data Engineering,USD,101570,101570,Senior,Full-time,Remote,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,247500,247500,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,172200,172200,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,198800,198800,Senior,Full-time,In-person,United States,M
2023,Data Science Practitioner,Data Science and Research,USD,122600,122600,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,173650,173650,Senior,Full-time,In-person,United States,M
2023,Data Engineer,Data Engineering,USD,113900,113900,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,185000,185000,Senior,Full-time,Remote,United States,M
2023,Data Scientist,Data Science and Research,USD,126000,126000,Senior,Full-time,Remote,United States,M
2023,Data Management Specialist,Data Management and Strategy,USD,139500,139500,Senior,Full-time,In-person,United States,M
2023,Data Management Specialist,Data Management and Strategy,USD,110000,110000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,160000,160000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,USD,130000,130000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,280000,280000,Senior,Full-time,In-person,United States,M
2023,Machine Learning Engineer,Machine Learning and AI,USD,200000,200000,Senior,Full-time,In-person,United States,M
2023,Data Scientist,Data Science and Research,GBP,100000,123040,Mid-level,Full-time,In-person,United Kingdom,M
